Consequent	Antecedent 	Support %	Confidence %
ItemID_26	student_group_F0 and hour_22	0.87859624565701	3.200568990042675
ItemID_25	hour_0 and student_group_F3	3.055090359187143	3.170382491307016
ItemID_169	hour_1 and student_group_F4	1.010448171569975	3.153988868274583
ItemID_26	hour_17 and student_group_F2	3.988676981528232	3.148989503368322
ItemID_138	student_group_F4 and hour_23	2.295848226560352	3.130103429504627
ItemID_146	hour_21 and student_group_F1	0.978578748718974	3.128991060025542
ItemID_124	hour_22 and student_group_F3	3.141325268078087	3.123135070618659
ItemID_124	hour_21 and student_group_F4	1.609093408653486	3.106796116504854
ItemID_107	hour_22 and student_group_F3	3.141325268078087	3.103242490551025
ItemID_1	student_group_F0 and hour_21	1.294773414652436	3.088803088803089
ItemID_130	hour_20 and student_group_F2	2.39958007348714	3.046875
ItemID_26	student_group_F0 and hour_21	1.294773414652436	3.040540540540541
ItemID_107	hour_0 and student_group_F4	2.487689654310496	3.039437327304697
ItemID_107	hour_1 and student_group_F3	1.400379933511635	3.034359660865685
ItemID_170	hour_18 and student_group_F2	0.583647861624216	2.997858672376874
ItemID_134	hour_20 and student_group_F2	2.39958007348714	2.994791666666667
ItemID_169	student_group_F0 and hour_22	0.87859624565701	2.987197724039829
ItemID_1	hour_0 and student_group_F3	3.055090359187143	2.986295766005318
ItemID_169	student_group_F1 and hour_0	1.949033919064164	2.981724911830715
ItemID_142	student_group_F0 and hour_23	0.757367460694379	2.97029702970297
ItemID_130	hour_23 and student_group_F3	3.704976629089909	2.95159386068477
ItemID_138	student_group_F1 and hour_0	1.949033919064164	2.949663353638987
ItemID_130	hour_21 and student_group_F3	2.313970055240333	2.94355927626249
ItemID_108	hour_17 and student_group_F4	0.955457794885895	2.943100065402224
ItemID_124	hour_22 and student_group_F4	1.930287199740046	2.913564260278407
ItemID_107	student_group_F4 and hour_23	2.295848226560352	2.912357103973871
ItemID_130	hour_20 and student_group_F3	2.768265553528133	2.889390519187359
ItemID_134	student_group_F0 and hour_22	0.87859624565701	2.844950213371266
ItemID_146	hour_21 and student_group_F4	1.609093408653486	2.83495145631068
ItemID_22	hour_1 and student_group_F2	1.46599345114605	2.813299232736573
ItemID_15	hour_21 and student_group_F3	2.313970055240333	2.808533621388064
ItemID_107	hour_22 and student_group_F4	1.930287199740046	2.784072515377145
ItemID_169	hour_20 and student_group_F4	1.760316944534706	2.768903088391906
ItemID_1	hour_23 and student_group_F2	4.085535031369511	2.768430712756195
ItemID_93	hour_1 and student_group_F1	0.904216762066638	2.7643400138217
ItemID_135	student_group_F1 and hour_0	1.949033919064164	2.757294004488618
ItemID_124	student_group_F0 and hour_21	1.294773414652436	2.750965250965251
ItemID_142	student_group_F0 and hour_21	1.294773414652436	2.750965250965251
ItemID_134	student_group_F0 and hour_21	1.294773414652436	2.750965250965251
ItemID_5	student_group_F0 and hour_0	0.727372709775789	2.74914089347079
ItemID_142	student_group_F0 and hour_22	0.87859624565701	2.702702702702703
ItemID_108	hour_17 and student_group_F2	3.988676981528232	2.694657684474385
ItemID_130	hour_22 and student_group_F3	3.141325268078087	2.645713148995425
ItemID_169	student_group_F0 and hour_23	0.757367460694379	2.64026402640264
ItemID_129	student_group_F0 and hour_22	0.87859624565701	2.631578947368421
ItemID_130	student_group_F4 and hour_23	2.295848226560352	2.61295590636908
ItemID_164	student_group_F1 and hour_20	0.816107181243283	2.603369065849924
ItemID_107	hour_21 and student_group_F2	2.165246081935661	2.597402597402597
ItemID_1	hour_23 and student_group_F3	3.704976629089909	2.580536346770113
ItemID_139	student_group_F0 and hour_23	0.757367460694379	2.557755775577558
ItemID_134	hour_21 and student_group_F3	2.313970055240333	2.538482311639212
ItemID_22	hour_1 and student_group_F4	1.010448171569975	2.535559678416822
ItemID_76	student_group_F0 and hour_20	2.110880595895718	2.516281823564239
ItemID_15	hour_22 and student_group_F3	3.141325268078087	2.506465088521981
