Consequent	Antecedent 	Support %	Confidence %
ItemID_2	hour_18 and student_group_F3	0.624680722245697	18.92983341746593
ItemID_123	hour_16 and student_group_F3	0.01198277003803	18.421052631578945
ItemID_151	student_group_F0 and hour_22	1.76808925271662	18.33422507579811
ItemID_151	student_group_B1	0.240601408921488	17.82437745740498
ItemID_151	student_group_H2 and hour_23	0.144108576509987	17.286652078774615
ItemID_151	student_group_F6 and hour_20	0.070319939960015	17.040358744394617
ItemID_134	hour_1 and student_group_F1	0.812621010210581	16.996507566938302
ItemID_151	hour_21	13.276593866083083	16.811153599505975
ItemID_151	student_group_F7	0.005676048965382	16.666666666666664
ItemID_146	student_group_P5	0.015136130574353	16.666666666666664
ItemID_193	hour_2 and student_group_F2	0.001892016321794	16.666666666666664
ItemID_25	hour_2 and student_group_F2	0.001892016321794	16.666666666666664
ItemID_169	hour_2 and student_group_F2	0.001892016321794	16.666666666666664
ItemID_76	hour_2 and student_group_F2	0.001892016321794	16.666666666666664
ItemID_156	hour_19 and student_group_F0	0.003784032643588	16.666666666666664
ItemID_130	hour_19 and student_group_F0	0.003784032643588	16.666666666666664
ItemID_178	student_group_P3 and hour_22	0.003784032643588	16.666666666666664
ItemID_76	student_group_D1 and hour_1	0.018920163217941	16.666666666666664
ItemID_159	hour_16 and student_group_F6	0.009460081608971	16.666666666666664
ItemID_151	student_group_B1 and hour_17	0.041624359079471	16.666666666666664
ItemID_151	student_group_F1 and hour_21	1.189762930354879	16.64457990988603
ItemID_123	student_group_F5 and hour_17	0.122665724862986	16.195372750642672
ItemID_169	student_group_B1 and hour_17	0.041624359079471	15.909090909090908
ItemID_128	student_group_B1 and hour_17	0.041624359079471	15.909090909090908
ItemID_2	hour_18 and student_group_F5	0.057706497814721	15.846994535519126
ItemID_128	student_group_F4 and hour_23	3.6244726004503	15.747346441621715
ItemID_154	student_group_H2 and hour_0	0.124242405131148	15.48223350253807
ItemID_151	student_group_H2 and hour_22	0.216320532791796	15.451895043731778
ItemID_151	student_group_H2 and hour_0	0.124242405131148	15.228426395939088
ItemID_188	student_group_H1 and hour_17	0.031533605363236	15.0
ItemID_151	hour_21 and student_group_F3	3.6459154520973	14.988756270541428
ItemID_151	student_group_F0 and hour_23	1.461267272532338	14.825205006473889
ItemID_151	student_group_F5 and hour_21	0.353176380068239	14.821428571428571
ItemID_151	student_group_F0 and hour_0	0.973127061509451	14.808813998703824
ItemID_26	student_group_F6 and hour_23	0.053291793063868	14.792899408284024
ItemID_123	hour_17 and student_group_F3	2.078379929490859	14.792899408284024
ItemID_154	student_group_H2 and hour_22	0.216320532791796	14.723032069970845
ItemID_130	student_group_F0 and hour_20	3.020919393797971	14.697286012526096
